hex_id,Visits
8744c3a70ffffff,1
8744c3a73ffffff,1
8744c3a74ffffff,2
8744c3a75ffffff,23
8744c3a76ffffff,12
8744c3a8bffffff,3
8744c3a8cffffff,4
8744c3aabffffff,2
8744c3ac5ffffff,1
8744c3ac8ffffff,2
8744c3ac9ffffff,2
8744c3acaffffff,8
8744c3acbffffff,13
8744c3acdffffff,10
8744c3ad3ffffff,2
8744c3ad9ffffff,3
8744c3adaffffff,1
8744c3adbffffff,3
8744c3ae1ffffff,2
8744c3ae3ffffff,1
8744c3ae4ffffff,4
8744c3ae9ffffff,18
8744c3aebffffff,8
8744c3aecffffff,2
8744c3aedffffff,8
8744c3af0ffffff,3
8744c3af5ffffff,1
8744c3af6ffffff,3
8744c3b0bffffff,8
8744c3b40ffffff,1
8744c3b41ffffff,2
8744c3b46ffffff,1
8744c3b48ffffff,22
8744c3b49ffffff,6
8744c3b4affffff,9
8744c3b4bffffff,4
8744c3b4dffffff,16
8744c3b51ffffff,1
8744c3b52ffffff,2
8744c3b55ffffff,2
8744c3b5bffffff,3
8744c3b5dffffff,1
8744c3b5effffff,2
8744c3b66ffffff,2
8744c3b6dffffff,2
8744c3b75ffffff,2
8744c3b89ffffff,4
8744ce032ffffff,4
8744ce112ffffff,1
8744ce114ffffff,4
8744ce130ffffff,1
8744ce15cffffff,2
8744ce18effffff,7
8744ce199ffffff,1
8744ce19bffffff,1
8744ce1b5ffffff,2
8744ce503ffffff,1
8744ce531ffffff,1
8744ce532ffffff,2
8744ce546ffffff,1
8744ce565ffffff,4
8744ce56dffffff,4
8744ce575ffffff,2
8744ce598ffffff,2
8744ce822ffffff,2
8744ce882ffffff,2
8744ce88affffff,3
8744ce893ffffff,4
8744ce89affffff,1
8744ce8a0ffffff,4
8744ce8a1ffffff,1
8744ce8b0ffffff,1
8744ce8eaffffff,1
8744ce980ffffff,6
8744ce982ffffff,1
8744ce984ffffff,5
8744ce986ffffff,4
8744ce989ffffff,1
8744ce990ffffff,1
8744ce991ffffff,4
8744ce993ffffff,12
8744ce998ffffff,2
8744ce99bffffff,9
8744ce99cffffff,3
8744ce9a2ffffff,2
8744ce9a6ffffff,2
8744ce9a9ffffff,1
8744ce9b0ffffff,4
8744ce9b1ffffff,2
8744ce9b4ffffff,1
8744ce9b5ffffff,2
8744cec02ffffff,1
8744cec03ffffff,1
8744cec0affffff,9
8744cec0bffffff,3
8744cec0cffffff,1
8744cec0dffffff,2
8744cec10ffffff,1
8744cec12ffffff,1
8744cec13ffffff,14
8744cec15ffffff,13
8744cec18ffffff,1
8744cec1cffffff,2
8744cec1effffff,2
8744cec20ffffff,5
8744cec22ffffff,1
8744cec23ffffff,2
8744cec24ffffff,1
8744cec26ffffff,5
8744cec2bffffff,1
8744cec2effffff,6
8744cec30ffffff,16
8744cec32ffffff,10
8744cec33ffffff,18
8744cec34ffffff,30
8744cec35ffffff,53
8744cec36ffffff,17
8744cec48ffffff,2
8744cec49ffffff,3
8744cec4effffff,5
8744cec5bffffff,5
8744cec64ffffff,2
8744cec68ffffff,1
8744cec73ffffff,4
8744cec74ffffff,7
8744cec75ffffff,3
8744cec80ffffff,6
8744cec81ffffff,2
8744cec82ffffff,2
8744cec83ffffff,2
8744cec86ffffff,4
8744cec88ffffff,14
8744cec8cffffff,5
8744cec93ffffff,5
8744cec94ffffff,3
8744cec95ffffff,3
8744cec96ffffff,2
8744ceca1ffffff,2
8744ceca2ffffff,1
8744ceca4ffffff,12
8744ceca5ffffff,1
8744ceca9ffffff,2
8744cecacffffff,4
8744cecadffffff,4
8744cecb0ffffff,5
8744cecb3ffffff,3
8744cecb4ffffff,19
8744cecb6ffffff,1
8744cecc9ffffff,4
8744cecddffffff,1
8744cecebffffff,2
8744ceceeffffff,2
8744cecf1ffffff,2
8744ced00ffffff,5
8744ced01ffffff,12
8744ced02ffffff,17
8744ced03ffffff,42
8744ced04ffffff,48
8744ced05ffffff,31
8744ced06ffffff,282
8744ced08ffffff,65
8744ced09ffffff,9
8744ced0affffff,45
8744ced0bffffff,6
8744ced0cffffff,44
8744ced0dffffff,14
8744ced0effffff,14
8744ced10ffffff,2
8744ced11ffffff,41
8744ced13ffffff,13
8744ced14ffffff,46
8744ced15ffffff,87
8744ced16ffffff,17
8744ced18ffffff,33
8744ced19ffffff,29
8744ced1affffff,2
8744ced1bffffff,4
8744ced1cffffff,1
8744ced1dffffff,29
8744ced1effffff,23
8744ced20ffffff,28
8744ced21ffffff,113
8744ced22ffffff,95
8744ced23ffffff,22
8744ced24ffffff,111
8744ced25ffffff,74
8744ced26ffffff,129
8744ced28ffffff,35
8744ced29ffffff,20
8744ced2affffff,4
8744ced2bffffff,10
8744ced2cffffff,141
8744ced2dffffff,7
8744ced2effffff,65
8744ced30ffffff,278
8744ced31ffffff,225
8744ced32ffffff,183
8744ced33ffffff,156
8744ced34ffffff,52
8744ced35ffffff,546
8744ced36ffffff,340
8744ced40ffffff,1
8744ced43ffffff,4
8744ced45ffffff,5
8744ced4dffffff,3
8744ced50ffffff,1
8744ced54ffffff,3
8744ced56ffffff,3
8744ced59ffffff,1
8744ced5bffffff,2
8744ced62ffffff,3
8744ced64ffffff,12
8744ced66ffffff,2
8744ced68ffffff,1
8744ced69ffffff,1
8744ced6dffffff,1
8744ced70ffffff,19
8744ced71ffffff,3
8744ced72ffffff,3
8744ced74ffffff,24
8744ced75ffffff,6
8744ced76ffffff,30
8744ced80ffffff,109
8744ced81ffffff,77
8744ced82ffffff,2
8744ced83ffffff,2
8744ced84ffffff,26
8744ced85ffffff,31
8744ced86ffffff,24
8744ced88ffffff,15
8744ced89ffffff,8
8744ced8affffff,5
8744ced8bffffff,7
8744ced8dffffff,9
8744ced8effffff,14
8744ced90ffffff,6
8744ced91ffffff,1
8744ced92ffffff,5
8744ced95ffffff,37
8744ced96ffffff,6
8744ced98ffffff,13
8744ced99ffffff,1
8744ced9bffffff,6
8744ced9cffffff,3
8744ced9dffffff,13
8744ceda0ffffff,9
8744ceda1ffffff,5
8744ceda2ffffff,33
8744ceda3ffffff,9
8744ceda4ffffff,32
8744ceda5ffffff,14
8744ceda6ffffff,37
8744ceda8ffffff,4
8744ceda9ffffff,3
8744cedabffffff,8
8744cedacffffff,8
8744cedadffffff,18
8744cedaeffffff,3
8744cedb0ffffff,7
8744cedb1ffffff,6
8744cedb2ffffff,1
8744cedb4ffffff,30
8744cedb5ffffff,41
8744cedb6ffffff,14
8744dd901ffffff,1
