hex_id,Visits
8744c17a6ffffff,6
8744c17a9ffffff,1
8744c17abffffff,9
8744c17b2ffffff,1
8744c17b4ffffff,1
8744c17b5ffffff,1
8744c1a92ffffff,1
8744c304dffffff,1
8744c306affffff,1
8744c306dffffff,2
8744c3074ffffff,3
8744c3099ffffff,1
8744c30c5ffffff,5
8744c30cbffffff,1
8744c30ddffffff,1
8744c3141ffffff,3
8744c3145ffffff,2
8744c3169ffffff,8
8744c3200ffffff,1
8744c3201ffffff,2
8744c3203ffffff,3
8744c3206ffffff,2
8744c320cffffff,1
8744c3214ffffff,2
8744c321bffffff,1
8744c322bffffff,1
8744c3241ffffff,8
8744c3244ffffff,30
8744c3245ffffff,1
8744c3246ffffff,15
8744c324effffff,1
8744c3254ffffff,4
8744c3256ffffff,1
8744c3259ffffff,2
8744c325dffffff,1
8744c3260ffffff,20
8744c3262ffffff,1
8744c3264ffffff,4
8744c3265ffffff,8
8744c3269ffffff,4
8744c326affffff,1
8744c326cffffff,1
8744c3275ffffff,3
8744c329dffffff,6
8744c329effffff,1
8744c32a9ffffff,2
8744c32b2ffffff,1
8744c32c1ffffff,2
8744c32c5ffffff,2
8744c32caffffff,1
8744c32cbffffff,1
8744c32cdffffff,1
8744c32d2ffffff,1
8744c32e3ffffff,4
8744c32e4ffffff,3
8744c32e6ffffff,7
8744c32e8ffffff,1
8744c32eaffffff,2
8744c3304ffffff,3
8744c3309ffffff,8
8744c330bffffff,1
8744c330cffffff,3
8744c330dffffff,5
8744c3311ffffff,1
8744c3316ffffff,1
8744c331affffff,2
8744c331effffff,2
8744c3323ffffff,1
8744c3324ffffff,2
8744c3325ffffff,4
8744c3328ffffff,1
8744c3329ffffff,8
8744c332affffff,10
8744c332cffffff,2
8744c332effffff,1
8744c3330ffffff,4
8744c3334ffffff,1
8744c3340ffffff,1
8744c3341ffffff,6
8744c3343ffffff,1
8744c3344ffffff,3
8744c3346ffffff,2
8744c3349ffffff,3
8744c334cffffff,2
8744c3350ffffff,1
8744c3353ffffff,1
8744c3354ffffff,1
8744c3359ffffff,9
8744c335affffff,3
8744c335bffffff,1
8744c335cffffff,1
8744c335dffffff,8
8744c3360ffffff,3
8744c3361ffffff,1
8744c3363ffffff,9
8744c3364ffffff,21
8744c3365ffffff,9
8744c3366ffffff,2
8744c3368ffffff,7
8744c3369ffffff,12
8744c336affffff,4
8744c336bffffff,10
8744c336dffffff,2
8744c336effffff,3
8744c3371ffffff,6
8744c3372ffffff,2
8744c3373ffffff,2
8744c3374ffffff,24
8744c3375ffffff,2
8744c3382ffffff,4
8744c3388ffffff,10
8744c338cffffff,1
8744c338dffffff,1
8744c338effffff,4
8744c3391ffffff,1
8744c3396ffffff,1
8744c3669ffffff,12
8744c3721ffffff,1
8744c374affffff,2
8744c3754ffffff,5
8744c3758ffffff,1
8744c3764ffffff,1
8744c38c0ffffff,1
8744c3a00ffffff,3
8744c3a01ffffff,6
8744c3a02ffffff,12
8744c3a03ffffff,1
8744c3a04ffffff,3
8744c3a05ffffff,6
8744c3a06ffffff,4
8744c3a08ffffff,7
8744c3a0affffff,7
8744c3a0bffffff,2
8744c3a0cffffff,12
8744c3a0dffffff,49
8744c3a0effffff,2
8744c3a10ffffff,6
8744c3a11ffffff,1
8744c3a12ffffff,1
8744c3a14ffffff,7
8744c3a15ffffff,12
8744c3a16ffffff,2
8744c3a18ffffff,3
8744c3a19ffffff,5
8744c3a1affffff,1
8744c3a1bffffff,8
8744c3a1cffffff,4
8744c3a1dffffff,5
8744c3a20ffffff,1
8744c3a22ffffff,1
8744c3a23ffffff,9
8744c3a28ffffff,20
8744c3a29ffffff,6
8744c3a2affffff,12
8744c3a2bffffff,22
8744c3a2cffffff,2
8744c3a2dffffff,16
8744c3a2effffff,1
8744c3a31ffffff,1
8744c3a32ffffff,3
8744c3a33ffffff,8
8744c3a40ffffff,46
8744c3a41ffffff,144
8744c3a42ffffff,187
8744c3a43ffffff,68
8744c3a44ffffff,114
8744c3a45ffffff,17
8744c3a46ffffff,34
8744c3a48ffffff,299
8744c3a49ffffff,538
8744c3a4affffff,96
8744c3a4bffffff,104
8744c3a4cffffff,95
8744c3a4dffffff,566
8744c3a4effffff,92
8744c3a50ffffff,12
8744c3a51ffffff,121
8744c3a52ffffff,36
8744c3a53ffffff,25
8744c3a54ffffff,35
8744c3a55ffffff,34
8744c3a56ffffff,2
8744c3a58ffffff,48
8744c3a59ffffff,281
8744c3a5affffff,195
8744c3a5bffffff,114
8744c3a5cffffff,3
8744c3a5dffffff,44
8744c3a5effffff,38
8744c3a60ffffff,48
8744c3a61ffffff,56
8744c3a62ffffff,60
8744c3a63ffffff,61
8744c3a64ffffff,36
8744c3a65ffffff,45
8744c3a66ffffff,75
8744c3a68ffffff,385
8744c3a69ffffff,237
8744c3a6affffff,85
8744c3a6bffffff,452
8744c3a6cffffff,209
8744c3a6dffffff,179
8744c3a6effffff,253
8744c3a70ffffff,28
8744c3a71ffffff,5
8744c3a72ffffff,15
8744c3a73ffffff,12
8744c3a74ffffff,26
8744c3a75ffffff,41
8744c3a76ffffff,26
8744c3a81ffffff,1
8744c3a8bffffff,3
8744c3a8cffffff,5
8744c3a8dffffff,3
8744c3a95ffffff,3
8744c3aa4ffffff,1
8744c3aa5ffffff,1
8744c3aa6ffffff,1
8744c3aabffffff,2
8744c3aaeffffff,1
8744c3ab4ffffff,1
8744c3ac1ffffff,1
8744c3ac3ffffff,5
8744c3ac4ffffff,1
8744c3ac5ffffff,11
8744c3ac6ffffff,3
8744c3ac8ffffff,6
8744c3ac9ffffff,23
8744c3acaffffff,15
8744c3acbffffff,61
8744c3accffffff,4
8744c3acdffffff,29
8744c3aceffffff,5
8744c3ad0ffffff,3
8744c3ad3ffffff,2
8744c3ad4ffffff,12
8744c3ad5ffffff,6
8744c3ad8ffffff,4
8744c3ad9ffffff,4
8744c3adaffffff,3
8744c3adbffffff,3
8744c3adcffffff,2
8744c3ae0ffffff,1
8744c3ae1ffffff,17
8744c3ae3ffffff,6
8744c3ae4ffffff,13
8744c3ae5ffffff,5
8744c3ae8ffffff,6
8744c3ae9ffffff,77
8744c3aeaffffff,7
8744c3aebffffff,10
8744c3aecffffff,8
8744c3aedffffff,20
8744c3aeeffffff,21
8744c3af0ffffff,7
8744c3af1ffffff,2
8744c3af3ffffff,1
8744c3af4ffffff,4
8744c3af5ffffff,4
8744c3af6ffffff,3
8744c3b01ffffff,1
8744c3b08ffffff,1
8744c3b09ffffff,1
8744c3b0bffffff,9
8744c3b40ffffff,2
8744c3b41ffffff,2
8744c3b42ffffff,1
8744c3b45ffffff,3
8744c3b46ffffff,1
8744c3b48ffffff,75
8744c3b49ffffff,44
8744c3b4affffff,12
8744c3b4bffffff,53
8744c3b4cffffff,3
8744c3b4dffffff,59
8744c3b4effffff,4
8744c3b50ffffff,1
8744c3b51ffffff,2
8744c3b52ffffff,3
8744c3b53ffffff,11
8744c3b55ffffff,2
8744c3b58ffffff,3
8744c3b59ffffff,10
8744c3b5affffff,6
8744c3b5bffffff,3
8744c3b5cffffff,18
8744c3b5dffffff,24
8744c3b5effffff,2
8744c3b61ffffff,1
8744c3b66ffffff,2
8744c3b69ffffff,1
8744c3b6bffffff,9
8744c3b6dffffff,4
8744c3b6effffff,1
8744c3b71ffffff,1
8744c3b75ffffff,4
8744c3b76ffffff,3
8744c3b89ffffff,8
8744ce022ffffff,1
8744ce026ffffff,1
8744ce030ffffff,6
8744ce032ffffff,5
8744ce034ffffff,3
8744ce0b2ffffff,2
8744ce0b4ffffff,1
8744ce0b5ffffff,2
8744ce100ffffff,2
8744ce112ffffff,1
8744ce113ffffff,1
8744ce114ffffff,4
8744ce11affffff,1
8744ce130ffffff,1
8744ce136ffffff,2
8744ce15cffffff,9
8744ce185ffffff,1
8744ce18effffff,7
8744ce198ffffff,1
8744ce199ffffff,1
8744ce19bffffff,1
8744ce19dffffff,3
8744ce1a6ffffff,1
8744ce1a9ffffff,2
