hex_id,value
8744e9490ffffff,33748
8744c3bb5ffffff,67500
8744c3bb6ffffff,67500
8744c312effffff,67500
8744c34b3ffffff,35000
8744eacc9ffffff,59164
8744ea020ffffff,59164
8744ea565ffffff,59164
8744dcaebffffff,45336
8744c35b4ffffff,75000
8744ea2a2ffffff,23956
8744c270affffff,33882
8744c109effffff,48899
8744ccaccffffff,53051
8744c2231ffffff,67849
8744c2a99ffffff,75000
8744c3744ffffff,42500
8744c3771ffffff,42500
8744c3775ffffff,42500
8744c3703ffffff,42500
8744c3581ffffff,41176
8744c02e4ffffff,52233
8744ce865ffffff,106544
8744c388bffffff,41089
8744ce620ffffff,41089
8744ce626ffffff,41089
8744c232affffff,68088
8744dd813ffffff,38155
8744dd834ffffff,85912
8744dc143ffffff,41495
8744ebae5ffffff,41637
8744c3009ffffff,41614
8744cecf5ffffff,41514
8744cc103ffffff,68385
8744cdc28ffffff,41495
8744cdd5effffff,41495
8744ced9effffff,46129
8744dca2effffff,41420
8744c3881ffffff,41368
8744c20d1ffffff,41368
8744ea1a0ffffff,54671
8744c38e5ffffff,41302
8744c3512ffffff,41302
8744c3531ffffff,41302
8744c8d1cffffff,41302
8744ce4daffffff,41302
8744ce8b0ffffff,67792
8744ebc20ffffff,34234
8744cc048ffffff,41089
8744c2a8cffffff,51363
8744c20c0ffffff,61399
8744ddd44ffffff,53109
8744c109cffffff,58670
8744c1a0affffff,26005
8744eb6e6ffffff,40584
8744cd8b6ffffff,41420
8744c3ad9ffffff,34321
8744d8963ffffff,65311
8744c22b2ffffff,52677
8744eba0affffff,39789
8744ebae6ffffff,34414
8744ce41dffffff,41302
8744dcb90ffffff,41089
8744dcb91ffffff,41089
8744dc2f2ffffff,59164
8744ddc25ffffff,75000
8744c102affffff,75000
8744c1a92ffffff,52885
8744dd596ffffff,71478
8744c3b2effffff,118327
8744c2af5ffffff,59164
8744c2220ffffff,54948
8744c3adaffffff,52377
8744cc025ffffff,54445
8744cc872ffffff,69080
8744cc8a0ffffff,77045
8744c028dffffff,41585
8744ce508ffffff,69161
8744c230effffff,69161
8744c230cffffff,69231
8744c2351ffffff,69231
872649a34ffffff,75000
8744e9489ffffff,75000
8744cc46effffff,41495
8744c1663ffffff,76015
8744ebb5affffff,70532
8744eacc3ffffff,69429
8744cc816ffffff,75000
8744ce40effffff,59809
8744c3586ffffff,42192
8744eb2ccffffff,59689
8744e8744ffffff,46758
8744dd860ffffff,69497
8744e8754ffffff,46791
8744c1ab1ffffff,28624
8744eb620ffffff,48523
8744c1781ffffff,69553
8744cdd4bffffff,53153
8744ce94bffffff,107938
8744c369dffffff,69638
8744c36abffffff,69638
8744c315dffffff,64437
8744eb2e6ffffff,60000
8744ce476ffffff,64650
8744eacc4ffffff,60207
8744cc82effffff,60000
8744c30d4ffffff,35000
8744c3749ffffff,35000
8744ce14dffffff,35000
8744c38a2ffffff,35000
8744cc3aaffffff,35000
8744dcb0effffff,35000
8744dcb1cffffff,35000
8744dcb23ffffff,35000
8744dc123ffffff,35000
8744c02b5ffffff,35000
8744c062dffffff,35000
8744c0742ffffff,35000
8744c1c9dffffff,35000
8744c1cabffffff,35000
8744ea85effffff,35000
8744cdc51ffffff,35000
8744cd988ffffff,35000
8744e86a9ffffff,35000
8744eb12dffffff,35000
8744eb548ffffff,35000
8744ceb15ffffff,87500
8744c1c54ffffff,87500
8744cc828ffffff,60000
8744c350bffffff,59164
8744dc30bffffff,59164
8744ce0f5ffffff,59164
872649b41ffffff,60354
872649b4effffff,60354
8744dddb1ffffff,47167
8744c1ab5ffffff,36893
8744cc011ffffff,52610
8744ea42bffffff,49865
8744c3b81ffffff,45526
8744c156bffffff,42021
8744c0640ffffff,29167
8744cc25dffffff,35521
8744c3682ffffff,60354
8744e8669ffffff,60550
8744cddb1ffffff,60000
8744dda16ffffff,60000
8744ce712ffffff,60000
8744ce7aaffffff,60000
8744dc96bffffff,60550
8744cc0b4ffffff,60354
8744dda14ffffff,60354
8744c3731ffffff,47190
8744c3704ffffff,47190
8744eb06dffffff,60464
8744c1ca9ffffff,47282
8744c315affffff,66862
8744c3173ffffff,66862
8744ea3b3ffffff,60550
8744eb76effffff,60550
8744ddc8cffffff,50000
8744eb431ffffff,60619
8744c1311ffffff,54186
8744eb434ffffff,60675
8744c1501ffffff,60354
8744cec45ffffff,60000
8744ea6e3ffffff,55212
8744cdd8cffffff,52941
8744c1a12ffffff,38346
8744c120cffffff,107024
8744c2018ffffff,53002
8744dc2a1ffffff,29434
8744cecdcffffff,85714
8744dc81cffffff,50000
8744eb589ffffff,60354
872649274ffffff,60354
8744ccb6effffff,29472
8744c3605ffffff,29084
8744dcbb5ffffff,29084
8744dcbb6ffffff,29084
8744dc8c8ffffff,29084
8744dc8caffffff,29084
8744e9583ffffff,70825
8744c3a29ffffff,71639
8744cd8a2ffffff,53153
8744cc04dffffff,60550
8744ddc69ffffff,85912
8744cc9a6ffffff,60354
8744ceaadffffff,86124
8744c1ae1ffffff,84783
8744dc8a5ffffff,61451
8744ddd99ffffff,60000
8744e9592ffffff,60000
8744cc19cffffff,85714
8744c2725ffffff,85714
8744c22e9ffffff,69850
8744eb49cffffff,46268
8744cc708ffffff,86306
8744eb58dffffff,67238
8744eb486ffffff,43275
8744eb4b2ffffff,43275
8744c1486ffffff,33961
8744c182effffff,53649
8744eb982ffffff,53367
8744dc9b6ffffff,80071
8744cc0e2ffffff,34561
8744c1a03ffffff,48733
8744c1a32ffffff,48619
8744c2a80ffffff,53480
8744c344dffffff,54859
8744dc3a0ffffff,84511
8744ce576ffffff,62500
8744c3573ffffff,62500
8744dc051ffffff,62500
8744dc149ffffff,62500
8744dc16bffffff,62500
8744c3db5ffffff,62500
8744c2accffffff,62500
8744e86b3ffffff,62500
8744e86f0ffffff,62500
8744eab69ffffff,62500
8744cc015ffffff,60753
8744ddb83ffffff,100000
8744ddda2ffffff,43539
8744c3055ffffff,38139
8744c1c9cffffff,37916
8744c34e1ffffff,43371
8744eb415ffffff,48258
8744c3076ffffff,50000
8744eba1bffffff,43445
8744c0226ffffff,48183
8744c0600ffffff,29084
8744c0611ffffff,29084
8744c0615ffffff,29084
8744c06a9ffffff,29084
8744c06adffffff,29084
872649b1bffffff,75000
8744ea4c8ffffff,50000
8744c331cffffff,57441
8744c1750ffffff,82991
8744ce556ffffff,86188
8744c2774ffffff,50000
8744c3494ffffff,37013
8744c1b03ffffff,47013
8744c20e6ffffff,50000
8744c3606ffffff,46949
8744c3314ffffff,56748
8744c2ac4ffffff,85912
8744c2308ffffff,66741
8744dc322ffffff,72067
8744c1556ffffff,108124
8744eba0bffffff,32920
8744c3148ffffff,85357
8744dc346ffffff,85357
8744dc371ffffff,85357
8744c3ca6ffffff,85357
8744eab4bffffff,85357
8744c23a6ffffff,58065
8744c3a05ffffff,53865
8744c2224ffffff,74001
8744cc81bffffff,53827
8744cc720ffffff,44054
8744cc706ffffff,44054
8744c3612ffffff,44070
8744dc208ffffff,55926
8744c1ba0ffffff,104222
8744c1b8bffffff,77676
8744dc376ffffff,72441
8744ebb5bffffff,73763
8744ccb63ffffff,39312
8744ddd62ffffff,51278
8744c30b6ffffff,54361
8744c3549ffffff,54361
8744cc6ecffffff,54361
8744cc8ddffffff,52732
8744c1743ffffff,57380
8744c132affffff,107136
8744c3c94ffffff,75000
8744c3364ffffff,35000
8744c35abffffff,54545
8744e849effffff,54545
8744eab26ffffff,54545
8744cdc62ffffff,56716
8744ebda0ffffff,17338
8744ea5aeffffff,84511
8744dd918ffffff,75000
8744dd935ffffff,24371
8744cdc99ffffff,58922
8744c3300ffffff,57441
8744cc4a8ffffff,54671
8744dcaf2ffffff,54671
8744dc3a9ffffff,54671
8744eacc1ffffff,54671
8744cc030ffffff,42188
8744c3423ffffff,54761
8744dc06bffffff,54761
8744cc25cffffff,46599
8744cc660ffffff,74234
8744eba96ffffff,44358
8744eb9b2ffffff,52496
8744dc20effffff,50000
8744c1b06ffffff,78443
8744cc884ffffff,69429
8744c3688ffffff,68637
8744cc70dffffff,87725
8744cc88effffff,54815
8744ccbb4ffffff,54830
87264925dffffff,54830
8744ce414ffffff,69539
8744cc496ffffff,94041
8744cd845ffffff,54884
8744cdc73ffffff,67316
8744ea6aeffffff,47522
8744c1b66ffffff,51580
8744ea58cffffff,71323
8744cd526ffffff,59484
8744ea4ddffffff,54928
8744dc89dffffff,41547
8744eababffffff,46775
8744e9492ffffff,32964
8744eb6d8ffffff,46307
8744c17a2ffffff,48372
8744c10aaffffff,98639
8744cc775ffffff,33142
8744c1064ffffff,59393
8744c1985ffffff,69401
8744cc12bffffff,66440
8744eb625ffffff,44595
8744eb631ffffff,55750
8744eba66ffffff,46995
8744dc213ffffff,56325
8744eb430ffffff,69638
8744c3613ffffff,55092
8744c0280ffffff,35358
8744e9495ffffff,27246
8744c3046ffffff,60550
8744c1b02ffffff,30297
8744c1b75ffffff,63384
8744cdc86ffffff,60619
8744eb8ecffffff,44912
8744e8240ffffff,80554
8744c3ad8ffffff,60550
8744c1d4bffffff,80838
8744c10a5ffffff,41710
8744ce55effffff,69526
8744c1310ffffff,78038
8744ce8c0ffffff,75000
8744c1980ffffff,68246
8744dc22dffffff,49199
