hex_id,value
8744c1356ffffff,93
8744c135affffff,23
8744c135bffffff,60
8744c135effffff,77
8744c1372ffffff,111
8744c1374ffffff,59
8744c1376ffffff,56
8744c1380ffffff,35
8744c1381ffffff,72
8744c1382ffffff,63
8744c1383ffffff,16
8744c1384ffffff,67
8744c1385ffffff,101
8744c1386ffffff,84
8744c1388ffffff,46
8744c1389ffffff,94
8744c138affffff,40
8744c138bffffff,65
8744c138cffffff,104
8744c138dffffff,74
8744c138effffff,95
8744c1390ffffff,62
8744c1391ffffff,83
8744c1392ffffff,121
8744c1393ffffff,122
8744c1394ffffff,83
8744c1395ffffff,61
8744c1396ffffff,55
8744c1398ffffff,39
8744c1399ffffff,85
8744c139affffff,15
8744c139bffffff,89
8744c139cffffff,54
8744c139dffffff,75
8744c139effffff,94
8744c13a0ffffff,60
8744c13a1ffffff,147
8744c13a2ffffff,93
8744c13a3ffffff,104
8744c13a4ffffff,43
8744c13a5ffffff,99
8744c13a6ffffff,46
8744c13a8ffffff,41
8744c13a9ffffff,58
8744c13aaffffff,65
8744c13abffffff,85
8744c13acffffff,66
8744c13adffffff,61
8744c13aeffffff,36
8744c13b0ffffff,44
8744c13b1ffffff,74
8744c13b2ffffff,69
8744c13b3ffffff,54
8744c13b4ffffff,61
8744c13b5ffffff,78
8744c13b6ffffff,96
8744c1400ffffff,2
8744c1401ffffff,5
8744c1402ffffff,3
8744c1403ffffff,9
8744c1404ffffff,4
8744c1406ffffff,1
8744c1408ffffff,5
8744c1409ffffff,2
8744c140affffff,4
8744c140bffffff,
8744c140cffffff,2
8744c140dffffff,1
8744c140effffff,
8744c1410ffffff,3
8744c1411ffffff,2
8744c1414ffffff,2
8744c1415ffffff,1
8744c1416ffffff,1
8744c141affffff,
8744c141bffffff,5
8744c141cffffff,1
8744c141effffff,
8744c1420ffffff,
8744c1421ffffff,
8744c1422ffffff,
8744c1423ffffff,1
8744c1424ffffff,
8744c1425ffffff,
8744c1426ffffff,2
8744c1428ffffff,15
8744c1429ffffff,11
8744c142affffff,
8744c142bffffff,2
8744c142cffffff,
8744c142dffffff,
8744c1430ffffff,1
8744c1431ffffff,2
8744c1432ffffff,1
8744c1433ffffff,4
8744c1434ffffff,
8744c1435ffffff,2
8744c1436ffffff,
8744c1440ffffff,2
8744c1441ffffff,5
8744c1442ffffff,8
8744c1443ffffff,4
8744c1445ffffff,6
8744c1446ffffff,1
8744c1448ffffff,23
8744c1449ffffff,21
8744c144affffff,7
8744c144bffffff,10
8744c144cffffff,13
8744c144dffffff,16
8744c144effffff,3
8744c1450ffffff,6
8744c1451ffffff,12
8744c1452ffffff,1
8744c1453ffffff,1
8744c1454ffffff,4
8744c1455ffffff,5
8744c1456ffffff,3
8744c1458ffffff,79
8744c1459ffffff,55
8744c145affffff,21
8744c145bffffff,59
8744c145cffffff,9
8744c145dffffff,27
8744c145effffff,10
8744c1460ffffff,
8744c1461ffffff,16
8744c1462ffffff,3
8744c1463ffffff,5
8744c1464ffffff,14
8744c1465ffffff,6
8744c1466ffffff,2
8744c1468ffffff,6
8744c1469ffffff,6
8744c146affffff,5
8744c146bffffff,13
8744c146cffffff,3
8744c146dffffff,3
8744c146effffff,12
8744c1470ffffff,15
8744c1472ffffff,2
8744c1473ffffff,2
8744c1474ffffff,74
8744c1475ffffff,7
8744c1476ffffff,6
8744c1480ffffff,1
8744c1481ffffff,1
8744c1483ffffff,2
8744c1484ffffff,4
8744c1485ffffff,2
8744c1486ffffff,3
8744c1488ffffff,1
8744c1489ffffff,1
8744c148bffffff,
8744c148cffffff,1
8744c148dffffff,
8744c148effffff,2
8744c1490ffffff,1
8744c1491ffffff,1
8744c1492ffffff,
8744c1493ffffff,
8744c1499ffffff,
8744c149affffff,2
8744c149cffffff,
8744c149dffffff,2
8744c14a1ffffff,2
8744c14a2ffffff,15
8744c14a3ffffff,2
8744c14a4ffffff,10
8744c14a5ffffff,4
8744c14a6ffffff,38
8744c14a8ffffff,
8744c14aaffffff,1
8744c14abffffff,1
8744c14acffffff,
8744c14adffffff,3
8744c14aeffffff,1
8744c14b0ffffff,10
8744c14b1ffffff,11
8744c14b2ffffff,6
8744c14b3ffffff,1
8744c14b4ffffff,
8744c14b5ffffff,30
8744c14c0ffffff,3
8744c14c1ffffff,3
8744c14c2ffffff,4
8744c14c3ffffff,5
8744c14c4ffffff,
8744c14c5ffffff,1
8744c14c6ffffff,3
8744c14c8ffffff,6
8744c14c9ffffff,6
8744c14caffffff,1
8744c14cbffffff,2
8744c14ccffffff,4
8744c14cdffffff,1
8744c14ceffffff,3
8744c14d0ffffff,
8744c14d1ffffff,5
8744c14d2ffffff,
8744c14d3ffffff,1
8744c14d4ffffff,2
8744c14d5ffffff,3
8744c14d6ffffff,3
8744c14d8ffffff,1
8744c14d9ffffff,2
8744c14daffffff,2
8744c14dbffffff,11
8744c14dcffffff,
8744c14deffffff,3
8744c14e0ffffff,7
8744c14e1ffffff,5
8744c14e2ffffff,1
8744c14e3ffffff,5
8744c14e4ffffff,8
8744c14e5ffffff,4
8744c14e6ffffff,2
8744c14e8ffffff,12
8744c14e9ffffff,23
8744c14eaffffff,11
8744c14ebffffff,25
8744c14ecffffff,2
8744c14edffffff,4
8744c14eeffffff,3
8744c14f0ffffff,1
8744c14f1ffffff,
8744c14f2ffffff,
8744c14f3ffffff,1
8744c14f4ffffff,3
8744c14f5ffffff,1
8744c14f6ffffff,1
8744c150affffff,1
8744c150bffffff,
8744c1510ffffff,1
8744c1511ffffff,
8744c1512ffffff,1
8744c1518ffffff,
8744c1519ffffff,
8744c151bffffff,4
8744c151cffffff,3
8744c151dffffff,2
8744c151effffff,1
8744c1559ffffff,1
8744c155affffff,2
8744c155bffffff,8
8744c1581ffffff,2
8744c1582ffffff,
8744c1583ffffff,1
8744c1585ffffff,
8744c1589ffffff,5
8744c158bffffff,1
8744c158dffffff,
8744c1590ffffff,
8744c1594ffffff,1
8744c1595ffffff,
8744c1599ffffff,6
8744c159affffff,2
8744c159bffffff,1
8744c159cffffff,18
8744c159dffffff,1
8744c159effffff,4
8744c15a2ffffff,1
8744c15a9ffffff,
8744c15abffffff,2
8744c15adffffff,1
8744c15b1ffffff,
8744c15b3ffffff,
8744c15b5ffffff,2
8744c1600ffffff,26
8744c1601ffffff,62
8744c1602ffffff,4
8744c1603ffffff,38
8744c1604ffffff,13
8744c1605ffffff,6
8744c1606ffffff,5
8744c1608ffffff,48
8744c1609ffffff,40
8744c160affffff,12
8744c160bffffff,55
8744c160cffffff,51
8744c160dffffff,27
8744c160effffff,60
8744c1610ffffff,10
8744c1611ffffff,5
8744c1612ffffff,36
8744c1613ffffff,34
8744c1614ffffff,8
8744c1615ffffff,14
8744c1616ffffff,39
8744c1618ffffff,11
8744c1619ffffff,16
8744c161affffff,16
8744c161bffffff,18
8744c161cffffff,28
8744c161dffffff,14
8744c161effffff,28
8744c1620ffffff,13
8744c1621ffffff,38
8744c1622ffffff,28
8744c1623ffffff,26
8744c1624ffffff,53
8744c1625ffffff,33
8744c1626ffffff,16
8744c1628ffffff,59
8744c1629ffffff,65
8744c162affffff,50
8744c162bffffff,93
8744c162cffffff,59
8744c162dffffff,43
8744c162effffff,34
8744c1630ffffff,52
8744c1631ffffff,20
8744c1632ffffff,67
8744c1633ffffff,36
8744c1634ffffff,15
8744c1635ffffff,114
8744c1636ffffff,17
8744c1640ffffff,79
8744c1641ffffff,48
8744c1642ffffff,22
8744c1643ffffff,67
8744c1644ffffff,123
8744c1645ffffff,57
8744c1646ffffff,131
8744c1648ffffff,22
8744c1649ffffff,16
8744c164affffff,27
8744c164bffffff,14
8744c164cffffff,15
8744c164dffffff,59
8744c164effffff,42
8744c1650ffffff,60
8744c1651ffffff,44
8744c1652ffffff,94
8744c1653ffffff,56
8744c1654ffffff,77
8744c1655ffffff,72
8744c1656ffffff,55
8744c1658ffffff,59
8744c1659ffffff,46
8744c165affffff,85
8744c165bffffff,37
8744c165cffffff,50
8744c165dffffff,25
8744c165effffff,60
8744c1660ffffff,28
8744c1661ffffff,19
8744c1662ffffff,24
8744c1663ffffff,69
8744c1664ffffff,70
8744c1665ffffff,56
8744c1666ffffff,88
8744c1668ffffff,28
8744c1669ffffff,87
8744c166affffff,65
8744c166bffffff,60
8744c166cffffff,97
8744c166dffffff,102
8744c166effffff,20
8744c1670ffffff,75
8744c1671ffffff,59
8744c1672ffffff,86
8744c1673ffffff,63
8744c1674ffffff,74
8744c1675ffffff,47
8744c1676ffffff,89
8744c1680ffffff,8
8744c1681ffffff,12
8744c1682ffffff,14
8744c1683ffffff,12
8744c1684ffffff,3
8744c1685ffffff,21
8744c1686ffffff,12
8744c1688ffffff,79
8744c1689ffffff,92
8744c168affffff,19
8744c168bffffff,35
8744c168cffffff,21
8744c168dffffff,11
8744c168effffff,8
8744c1690ffffff,16
8744c1691ffffff,29
8744c1692ffffff,15
8744c1693ffffff,10
8744c1694ffffff,12
8744c1695ffffff,9
8744c1696ffffff,12
8744c1698ffffff,23
8744c1699ffffff,17
8744c169affffff,4
8744c169bffffff,26
8744c169cffffff,1
8744c169dffffff,4
8744c169effffff,
8744c16a0ffffff,22
8744c16a1ffffff,102
8744c16a2ffffff,6
8744c16a3ffffff,60
8744c16a4ffffff,23
8744c16a5ffffff,21
8744c16a6ffffff,15
8744c16a8ffffff,15
8744c16a9ffffff,15
8744c16aaffffff,8
8744c16abffffff,6
8744c16acffffff,60
8744c16adffffff,28
8744c16aeffffff,83
8744c16b0ffffff,8
8744c16b1ffffff,20
8744c16b2ffffff,45
8744c16b3ffffff,7
8744c16b4ffffff,15
8744c16b5ffffff,6
8744c16b6ffffff,6
8744c16c0ffffff,32
8744c16c1ffffff,14
8744c16c2ffffff,23
8744c16c3ffffff,24
8744c16c4ffffff,65
8744c16c5ffffff,70
8744c16c6ffffff,12
8744c16c8ffffff,23
8744c16c9ffffff,17
8744c16caffffff,4
8744c16cbffffff,7
8744c16ccffffff,9
8744c16cdffffff,23
8744c16ceffffff,20
8744c16d0ffffff,11
8744c16d1ffffff,1
8744c16d2ffffff,28
8744c16d3ffffff,10
8744c16d4ffffff,28
8744c16d5ffffff,49
8744c16d6ffffff,43
8744c16d8ffffff,1
8744c16d9ffffff,
8744c16daffffff,4
8744c16dbffffff,2
8744c16dcffffff,8
8744c16ddffffff,13
8744c16deffffff,6
8744c16e0ffffff,15
8744c16e1ffffff,69
8744c16e2ffffff,28
8744c16e3ffffff,114
8744c16e4ffffff,21
8744c16e5ffffff,111
8744c16e6ffffff,37
8744c16e8ffffff,37
8744c16e9ffffff,27
8744c16eaffffff,
8744c16ebffffff,9
8744c16ecffffff,84
8744c16edffffff,56
8744c16eeffffff,66
8744c16f0ffffff,185
8744c16f1ffffff,62
8744c16f2ffffff,18
8744c16f3ffffff,70
8744c16f4ffffff,10
8744c16f5ffffff,3
8744c16f6ffffff,37
8744c1700ffffff,24
8744c1701ffffff,47
8744c1702ffffff,16
8744c1703ffffff,17
8744c1704ffffff,89
8744c1705ffffff,115
8744c1706ffffff,19
8744c1708ffffff,28
8744c1709ffffff,29
8744c170affffff,35
8744c170bffffff,25
8744c170cffffff,70
8744c170dffffff,42
8744c170effffff,53
8744c1710ffffff,16
8744c1711ffffff,46
8744c1712ffffff,11
8744c1713ffffff,7
8744c1714ffffff,10
8744c1715ffffff,24
8744c1716ffffff,38
8744c1718ffffff,20
8744c1719ffffff,7
8744c171affffff,11
8744c171bffffff,33
8744c171cffffff,13
8744c171dffffff,18
8744c171effffff,23
8744c1720ffffff,11
8744c1721ffffff,26
8744c1722ffffff,58
8744c1723ffffff,45
8744c1724ffffff,16
8744c1725ffffff,19
8744c1726ffffff,20
8744c1728ffffff,52
8744c1729ffffff,60
8744c172affffff,61
8744c172bffffff,106
8744c172cffffff,53
8744c172dffffff,115
8744c172effffff,54
8744c1730ffffff,28
8744c1731ffffff,12
8744c1732ffffff,12
8744c1733ffffff,13
8744c1734ffffff,6
8744c1735ffffff,13
8744c1736ffffff,32
8744c1740ffffff,60
8744c1741ffffff,46
8744c1742ffffff,100
8744c1743ffffff,33
8744c1744ffffff,93
8744c1745ffffff,48
8744c1746ffffff,89
8744c1748ffffff,91
8744c1749ffffff,84
8744c174affffff,107
8744c174bffffff,89
8744c174cffffff,136
8744c174dffffff,91
8744c174effffff,66
8744c1750ffffff,54
8744c1751ffffff,177
8744c1752ffffff,127
8744c1753ffffff,125
8744c1754ffffff,81
8744c1755ffffff,124
8744c1756ffffff,79
8744c1758ffffff,57
8744c1759ffffff,79
8744c175affffff,40
8744c175bffffff,71
8744c175cffffff,13
8744c175dffffff,42
8744c175effffff,20
8744c1760ffffff,100
8744c1761ffffff,110
8744c1762ffffff,60
8744c1763ffffff,94
8744c1764ffffff,70
8744c1765ffffff,90
8744c1766ffffff,66
8744c1768ffffff,17
8744c1769ffffff,55
8744c176affffff,77
8744c176bffffff,81
8744c176cffffff,87
8744c176dffffff,78
8744c176effffff,109
8744c1770ffffff,139
8744c1771ffffff,158
8744c1772ffffff,100
8744c1773ffffff,72
8744c1774ffffff,65
8744c1775ffffff,84
8744c1776ffffff,132
8744c1780ffffff,7
8744c1782ffffff,15
8744c1783ffffff,12
8744c1784ffffff,6
8744c1785ffffff,19
8744c1786ffffff,1
8744c1788ffffff,18
8744c1789ffffff,69
8744c178affffff,23
8744c178bffffff,11
8744c178cffffff,20
8744c178dffffff,44
8744c178effffff,14
8744c1790ffffff,
8744c1791ffffff,4
8744c1792ffffff,7
8744c1793ffffff,7
8744c1794ffffff,5
8744c1795ffffff,7
8744c1796ffffff,
8744c1798ffffff,6
8744c1799ffffff,11
8744c179affffff,28
8744c179bffffff,21
8744c179cffffff,9
8744c179dffffff,14
8744c179effffff,3
8744c17a0ffffff,12
8744c17a1ffffff,17
8744c17a2ffffff,8
8744c17a3ffffff,16
8744c17a4ffffff,13
8744c17a5ffffff,12
8744c17a6ffffff,22
8744c17a8ffffff,19
8744c17a9ffffff,7
8744c17aaffffff,8
8744c17abffffff,24
8744c17acffffff,8
8744c17adffffff,7
8744c17aeffffff,36
8744c17b0ffffff,6
8744c17b1ffffff,11
8744c17b2ffffff,12
8744c17b3ffffff,1
8744c17b4ffffff,23
8744c17b5ffffff,16
8744c17b6ffffff,18
8744c1a00ffffff,73
8744c1a01ffffff,69
8744c1a02ffffff,74
8744c1a03ffffff,38
8744c1a04ffffff,29
8744c1a05ffffff,48
8744c1a06ffffff,100
8744c1a08ffffff,3
8744c1a0affffff,10
8744c1a0cffffff,32
8744c1a0effffff,10
8744c1a10ffffff,101
8744c1a11ffffff,60
8744c1a12ffffff,142
8744c1a13ffffff,57
8744c1a14ffffff,84
8744c1a15ffffff,106
8744c1a16ffffff,214
8744c1a18ffffff,87
8744c1a19ffffff,78
8744c1a1affffff,77
8744c1a1bffffff,109
8744c1a1cffffff,37
8744c1a1dffffff,20
8744c1a1effffff,33
8744c1a20ffffff,77
8744c1a21ffffff,25
8744c1a22ffffff,55
8744c1a23ffffff,5
8744c1a24ffffff,22
8744c1a25ffffff,64
8744c1a26ffffff,79
8744c1a28ffffff,2
8744c1a2affffff,10
8744c1a2bffffff,10
8744c1a2cffffff,57
8744c1a2dffffff,30
8744c1a2effffff,59
8744c1a30ffffff,37
8744c1a31ffffff,55
8744c1a32ffffff,120
8744c1a33ffffff,27
8744c1a34ffffff,37
8744c1a35ffffff,74
8744c1a36ffffff,34
8744c1a80ffffff,283
8744c1a81ffffff,157
8744c1a82ffffff,268
8744c1a83ffffff,401
8744c1a84ffffff,180
8744c1a85ffffff,260
8744c1a86ffffff,98
8744c1a88ffffff,333
8744c1a89ffffff,156
8744c1a8affffff,448
8744c1a8bffffff,334
8744c1a8cffffff,107
8744c1a8dffffff,93
8744c1a8effffff,778
8744c1a90ffffff,170
8744c1a91ffffff,188
8744c1a92ffffff,172
8744c1a93ffffff,174
8744c1a94ffffff,159
8744c1a95ffffff,181
8744c1a96ffffff,102
8744c1a98ffffff,120
8744c1a99ffffff,173
8744c1a9affffff,165
8744c1a9bffffff,63
8744c1a9cffffff,312
8744c1a9dffffff,338
8744c1a9effffff,219
8744c1aa0ffffff,86
8744c1aa1ffffff,125
8744c1aa2ffffff,167
8744c1aa3ffffff,83
8744c1aa4ffffff,173
8744c1aa5ffffff,183
8744c1aa6ffffff,124
8744c1aa8ffffff,238
8744c1aa9ffffff,148
8744c1aaaffffff,132
8744c1aabffffff,267
8744c1aacffffff,192
8744c1aadffffff,44
8744c1aaeffffff,243
8744c1ab0ffffff,4
8744c1ab1ffffff,117
8744c1ab2ffffff,30
8744c1ab3ffffff,34
8744c1ab4ffffff,90
8744c1ab5ffffff,57
8744c1ab6ffffff,31
8744c1ad0ffffff,82
8744c1ad1ffffff,61
8744c1ad2ffffff,89
8744c1ad3ffffff,45
8744c1ad4ffffff,186
8744c1ad5ffffff,29
8744c1ad6ffffff,101
8744c1adaffffff,86
8744c1adeffffff,12
8744c1ae2ffffff,98
8744c1ae4ffffff,14
8744c1ae6ffffff,46
8744c1af0ffffff,112
8744c1af1ffffff,99
8744c1af2ffffff,153
8744c1af3ffffff,128
8744c1af4ffffff,206
8744c1af5ffffff,53
8744c1af6ffffff,165
8744c1b00ffffff,46
8744c1b01ffffff,31
8744c1b02ffffff,7
8744c1b03ffffff,80
8744c1b04ffffff,20
8744c1b05ffffff,4
8744c1b06ffffff,34
8744c1b08ffffff,17
8744c1b09ffffff,12
8744c1b0affffff,80
8744c1b0bffffff,28
8744c1b0cffffff,38
8744c1b0dffffff,75
8744c1b0effffff,49
8744c1b10ffffff,33
8744c1b11ffffff,68
8744c1b12ffffff,17
8744c1b13ffffff,51
8744c1b15ffffff,45
8744c1b18ffffff,106
8744c1b19ffffff,77
8744c1b1affffff,66
8744c1b1bffffff,32
8744c1b1cffffff,64
